2.01805E+05,5.657E+03
2.01825E+05,5.649E+03
2.01845E+05,5.642E+03
2.01865E+05,5.642E+03
2.01885E+05,5.636E+03
2.01905E+05,5.636E+03
2.01925E+05,5.635E+03
2.01945E+05,5.633E+03
2.01965E+05,5.637E+03
2.01985E+05,5.631E+03
2.02005E+05,5.628E+03
2.02025E+05,5.627E+03
2.02045E+05,5.623E+03
2.02065E+05,5.618E+03
2.02085E+05,5.624E+03
2.02105E+05,5.616E+03
2.02125E+05,5.614E+03
2.02145E+05,5.609E+03
2.02165E+05,5.624E+03
2.02185E+05,5.631E+03
2.02205E+05,5.653E+03
2.02225E+05,5.658E+03
2.02245E+05,5.665E+03
2.02265E+05,5.66E+03
2.02285E+05,5.658E+03
2.02305E+05,5.657E+03
2.02325E+05,5.654E+03
2.02345E+05,5.65E+03
2.02365E+05,5.647E+03
2.02385E+05,5.647E+03
2.02405E+05,5.648E+03
2.02425E+05,5.646E+03
2.02445E+05,5.645E+03
2.02465E+05,5.644E+03
2.02485E+05,5.645E+03
2.02505E+05,5.645E+03
2.02525E+05,5.644E+03
2.02545E+05,5.643E+03
2.02565E+05,5.639E+03
2.02585E+05,5.637E+03
2.02605E+05,5.636E+03
2.02625E+05,5.632E+03
2.02645E+05,5.631E+03
2.02665E+05,5.632E+03
2.02685E+05,5.635E+03
2.02705E+05,5.625E+03
2.02725E+05,5.629E+03
2.02745E+05,5.626E+03
2.02765E+05,5.625E+03
2.02785E+05,5.616E+03
2.02805E+05,5.618E+03
2.02825E+05,5.619E+03
2.02845E+05,5.607E+03
2.02865E+05,5.611E+03
2.02885E+05,5.612E+03
2.02905E+05,5.62E+03
2.02925E+05,5.649E+03
2.02945E+05,5.656E+03
2.02965E+05,5.67E+03
2.02985E+05,5.668E+03
2.03005E+05,5.676E+03
2.03025E+05,5.671E+03
2.03045E+05,5.664E+03
2.03065E+05,5.669E+03
2.03085E+05,5.669E+03
2.03105E+05,5.67E+03
2.03125E+05,5.668E+03
2.03145E+05,5.667E+03
2.03165E+05,5.663E+03
2.03185E+05,5.66E+03
2.03205E+05,5.664E+03
2.03225E+05,5.659E+03
2.03245E+05,5.666E+03
2.03265E+05,5.663E+03
2.03285E+05,5.658E+03
2.03305E+05,5.653E+03
2.03325E+05,5.657E+03
2.03345E+05,5.657E+03
2.03365E+05,5.651E+03
2.03385E+05,5.652E+03
2.03405E+05,5.651E+03
2.03425E+05,5.647E+03
2.03445E+05,5.645E+03
2.03465E+05,5.643E+03
2.03485E+05,5.647E+03
2.03505E+05,5.641E+03
2.03525E+05,5.638E+03
2.03545E+05,5.642E+03
2.03565E+05,5.638E+03
2.03585E+05,5.626E+03
2.03605E+05,5.63E+03
2.03625E+05,5.632E+03
2.03645E+05,5.63E+03
2.03665E+05,5.63E+03
2.03685E+05,5.648E+03
2.03711E+05,5.678E+03
2.03725E+05,5.684E+03
2.03745E+05,5.687E+03
2.03765E+05,5.686E+03
2.03785E+05,5.687E+03
2.03805E+05,5.686E+03
2.03825E+05,5.686E+03
2.03845E+05,5.68E+03
2.03865E+05,5.681E+03
2.03885E+05,5.674E+03
2.03905E+05,5.679E+03
2.03925E+05,5.676E+03
2.03945E+05,5.682E+03
2.03965E+05,5.675E+03
2.03985E+05,5.68E+03
2.04005E+05,5.676E+03
2.04025E+05,5.676E+03
2.04045E+05,5.683E+03
2.04065E+05,5.68E+03
2.04085E+05,5.668E+03
2.04105E+05,5.672E+03
2.04125E+05,5.669E+03
2.04145E+05,5.671E+03
2.04165E+05,5.657E+03
2.04185E+05,5.663E+03
2.04205E+05,5.653E+03
2.04225E+05,5.663E+03
2.04245E+05,5.673E+03
2.04265E+05,5.658E+03
2.04285E+05,5.649E+03
2.04305E+05,5.653E+03
2.04325E+05,5.645E+03
2.04345E+05,5.648E+03
2.04365E+05,5.635E+03
2.04385E+05,5.652E+03
2.04405E+05,5.636E+03
2.04425E+05,5.64E+03
2.04445E+05,5.651E+03
2.04465E+05,5.637E+03
2.04485E+05,5.621E+03
2.04505E+05,5.634E+03
2.04525E+05,5.624E+03
2.04545E+05,5.639E+03
2.04565E+05,5.661E+03
2.04585E+05,5.681E+03
2.04605E+05,5.677E+03
2.04625E+05,5.688E+03
2.04645E+05,5.692E+03
2.04665E+05,5.688E+03
2.04685E+05,5.678E+03
2.04705E+05,5.683E+03
2.04725E+05,5.686E+03
2.04745E+05,5.682E+03
2.04765E+05,5.683E+03
2.04785E+05,5.687E+03
2.04805E+05,5.678E+03
2.04825E+05,5.675E+03
2.04845E+05,5.685E+03
2.04865E+05,5.675E+03
2.04885E+05,5.684E+03
2.04905E+05,5.673E+03
2.04925E+05,5.681E+03
2.04945E+05,5.672E+03
2.04965E+05,5.676E+03
2.04985E+05,5.671E+03
2.05005E+05,5.673E+03
2.05025E+05,5.667E+03
2.05045E+05,5.663E+03
2.05065E+05,5.664E+03
2.05085E+05,5.665E+03
2.05105E+05,5.661E+03
2.05125E+05,5.659E+03
2.05145E+05,5.654E+03
2.05165E+05,5.667E+03
2.05185E+05,5.654E+03
2.05205E+05,5.663E+03
2.05225E+05,5.651E+03
2.05245E+05,5.666E+03
2.05265E+05,5.648E+03
2.05285E+05,5.655E+03
2.05305E+05,5.642E+03
2.05325E+05,5.643E+03
2.05345E+05,5.634E+03
2.05365E+05,5.657E+03
2.05385E+05,5.65E+03
2.05405E+05,5.698E+03
2.05425E+05,5.687E+03
2.05445E+05,5.705E+03
2.05465E+05,5.691E+03
2.05485E+05,5.704E+03
2.05505E+05,5.684E+03
2.05525E+05,5.7E+03
2.05545E+05,5.689E+03
2.05565E+05,5.696E+03
2.05585E+05,5.678E+03
2.05605E+05,5.695E+03
2.05625E+05,5.681E+03
2.05645E+05,5.686E+03
2.05665E+05,5.681E+03
2.05685E+05,5.692E+03
2.05712E+05,5.671E+03
2.05725E+05,5.675E+03
2.05745E+05,5.68E+03
2.05765E+05,5.682E+03
2.05785E+05,5.671E+03
2.05805E+05,5.677E+03
2.05825E+05,5.667E+03
2.05845E+05,5.673E+03
2.05865E+05,5.665E+03
2.05885E+05,5.664E+03
2.05905E+05,5.66E+03
2.05925E+05,5.664E+03
2.05945E+05,5.656E+03
2.05965E+05,5.656E+03
2.05985E+05,5.653E+03
2.06005E+05,5.651E+03
2.06025E+05,5.646E+03
2.06045E+05,5.648E+03
2.06065E+05,5.642E+03
2.06085E+05,5.639E+03
2.06105E+05,5.638E+03
2.06125E+05,5.64E+03
2.06145E+05,5.632E+03
2.06165E+05,5.642E+03
2.06185E+05,5.642E+03
2.06205E+05,5.675E+03
2.06225E+05,5.681E+03
2.06245E+05,5.688E+03
2.06265E+05,5.686E+03
2.06285E+05,5.684E+03
2.06305E+05,5.68E+03
2.06325E+05,5.685E+03
2.06345E+05,5.677E+03
2.06365E+05,5.676E+03
2.06385E+05,5.673E+03
2.06405E+05,5.67E+03
2.06425E+05,5.67E+03
2.06445E+05,5.674E+03
2.06465E+05,5.67E+03
2.06485E+05,5.674E+03
2.06505E+05,5.669E+03
2.06525E+05,5.666E+03
2.06545E+05,5.665E+03
2.06565E+05,5.664E+03
2.06585E+05,5.66E+03
2.06605E+05,5.664E+03
2.06625E+05,5.657E+03
2.06645E+05,5.658E+03
2.06665E+05,5.655E+03
2.06685E+05,5.649E+03
2.06705E+05,5.654E+03
2.06725E+05,5.65E+03
2.06745E+05,5.648E+03
2.06765E+05,5.646E+03
2.06785E+05,5.647E+03
2.06805E+05,5.642E+03
2.06825E+05,5.641E+03
2.06845E+05,5.643E+03
2.06865E+05,5.642E+03
2.06885E+05,5.641E+03
2.06905E+05,5.633E+03
2.06925E+05,5.634E+03
2.06945E+05,5.628E+03
2.06965E+05,5.63E+03
2.06985E+05,5.625E+03
2.07005E+05,5.635E+03
2.07025E+05,5.634E+03
2.07045E+05,5.673E+03
2.07065E+05,5.675E+03
2.07085E+05,5.686E+03
2.07105E+05,5.685E+03
2.07125E+05,5.68E+03
2.07145E+05,5.681E+03
2.07165E+05,5.68E+03
2.07185E+05,5.676E+03
2.07205E+05,5.68E+03
2.07225E+05,5.681E+03
2.07245E+05,5.682E+03
2.07265E+05,5.676E+03
2.07285E+05,5.676E+03
2.07305E+05,5.67E+03
2.07325E+05,5.676E+03
2.07345E+05,5.675E+03
2.07365E+05,5.675E+03
2.07385E+05,5.67E+03
2.07405E+05,5.667E+03
2.07425E+05,5.666E+03
2.07445E+05,5.669E+03
2.07465E+05,5.666E+03
2.07485E+05,5.661E+03
2.07505E+05,5.663E+03
2.07525E+05,5.661E+03
2.07545E+05,5.664E+03
2.07565E+05,5.658E+03
2.07585E+05,5.659E+03
2.07605E+05,5.65E+03
2.07625E+05,5.651E+03
2.07645E+05,5.649E+03
2.07665E+05,5.645E+03
2.07685E+05,5.643E+03
2.07712E+05,5.648E+03
2.07725E+05,5.648E+03
2.07745E+05,5.641E+03
2.07765E+05,5.638E+03
2.07785E+05,5.631E+03
2.07805E+05,5.636E+03
2.07825E+05,5.633E+03
2.07845E+05,5.623E+03
2.07865E+05,5.63E+03
2.07885E+05,5.626E+03
2.07905E+05,5.631E+03
2.07925E+05,5.653E+03
2.07945E+05,5.671E+03
2.07965E+05,5.679E+03
2.07985E+05,5.684E+03
2.08005E+05,5.676E+03
2.08025E+05,5.678E+03
2.08045E+05,5.678E+03
2.08065E+05,5.677E+03
2.08085E+05,5.678E+03
2.08105E+05,5.673E+03
2.08125E+05,5.673E+03
2.08145E+05,5.669E+03
2.08165E+05,5.673E+03
2.08185E+05,5.673E+03
2.08205E+05,5.679E+03
2.08225E+05,5.671E+03
2.08245E+05,5.672E+03
2.08265E+05,5.674E+03
2.08285E+05,5.668E+03
2.08305E+05,5.67E+03
2.08325E+05,5.668E+03
2.08345E+05,5.669E+03
2.08365E+05,5.659E+03
2.08385E+05,5.663E+03
2.08405E+05,5.659E+03
2.08425E+05,5.658E+03
2.08445E+05,5.652E+03
2.08465E+05,5.656E+03
2.08485E+05,5.654E+03
2.08505E+05,5.654E+03
2.08525E+05,5.655E+03
2.08545E+05,5.647E+03
2.08565E+05,5.653E+03
2.08585E+05,5.65E+03
2.08605E+05,5.646E+03
2.08625E+05,5.647E+03
2.08645E+05,5.64E+03
2.08665E+05,5.64E+03
2.08685E+05,5.635E+03
2.08705E+05,5.634E+03
2.08725E+05,5.634E+03
2.08745E+05,5.63E+03
2.08765E+05,5.639E+03
2.08785E+05,5.647E+03
2.08805E+05,5.676E+03
2.08825E+05,5.677E+03
2.08845E+05,5.684E+03
2.08865E+05,5.688E+03
2.08885E+05,5.684E+03
2.08905E+05,5.683E+03
2.08925E+05,5.687E+03
2.08945E+05,5.684E+03
2.08965E+05,5.687E+03
2.08985E+05,5.677E+03
2.09005E+05,5.679E+03
2.09025E+05,5.674E+03
2.09045E+05,5.68E+03
2.09065E+05,5.675E+03
2.09085E+05,5.676E+03
2.09105E+05,5.676E+03
2.09125E+05,5.678E+03
2.09145E+05,5.674E+03
2.09165E+05,5.672E+03
2.09185E+05,5.664E+03
2.09205E+05,5.668E+03
2.09225E+05,5.666E+03
2.09245E+05,5.667E+03
2.09265E+05,5.663E+03
2.09285E+05,5.662E+03
2.09305E+05,5.656E+03
2.09325E+05,5.657E+03
2.09345E+05,5.657E+03
2.09365E+05,5.653E+03
2.09385E+05,5.649E+03
2.09405E+05,5.649E+03
2.09425E+05,5.646E+03
2.09445E+05,5.642E+03
2.09465E+05,5.649E+03
2.09485E+05,5.639E+03
2.09505E+05,5.64E+03
2.09525E+05,5.639E+03
2.09545E+05,5.637E+03
2.09565E+05,5.625E+03
2.09585E+05,5.633E+03
2.09605E+05,5.625E+03
2.09625E+05,5.624E+03
2.09645E+05,5.631E+03
2.09665E+05,5.644E+03
2.09685E+05,5.672E+03
2.09712E+05,5.689E+03
2.09725E+05,5.68E+03
2.09745E+05,5.682E+03
2.09765E+05,5.676E+03
2.09785E+05,5.676E+03
2.09805E+05,5.679E+03
2.09825E+05,5.676E+03
2.09845E+05,5.678E+03
2.09865E+05,5.679E+03
2.09885E+05,5.674E+03
2.09905E+05,5.676E+03
2.09925E+05,5.675E+03
2.09945E+05,5.673E+03
2.09965E+05,5.67E+03
2.09985E+05,5.674E+03
2.10005E+05,5.662E+03
2.10025E+05,5.669E+03
2.10045E+05,5.679E+03
2.10065E+05,5.664E+03
2.10085E+05,5.652E+03
2.10105E+05,5.663E+03
2.10125E+05,5.651E+03
2.10145E+05,5.659E+03
2.10165E+05,5.648E+03
2.10185E+05,5.651E+03
2.10205E+05,5.64E+03
2.10225E+05,5.651E+03
2.10245E+05,5.642E+03
2.10265E+05,5.65E+03
2.10285E+05,5.638E+03
2.10305E+05,5.65E+03
2.10325E+05,5.633E+03
2.10345E+05,5.638E+03
2.10365E+05,5.629E+03
2.10385E+05,5.635E+03
2.10405E+05,5.622E+03
2.10425E+05,5.629E+03
2.10445E+05,5.623E+03
2.10465E+05,5.617E+03
2.10485E+05,5.625E+03
2.10505E+05,5.629E+03
2.10525E+05,5.659E+03
2.10545E+05,5.657E+03
2.10565E+05,5.678E+03
2.10585E+05,5.67E+03
2.10605E+05,5.677E+03
2.10625E+05,5.663E+03
2.10645E+05,5.673E+03
2.10665E+05,5.667E+03
2.10685E+05,5.669E+03
2.10705E+05,5.657E+03
2.10725E+05,5.666E+03
2.10745E+05,5.66E+03
2.10765E+05,5.662E+03
2.10785E+05,5.66E+03
2.10805E+05,5.667E+03
2.10825E+05,5.663E+03
2.10845E+05,5.658E+03
2.10865E+05,5.657E+03
2.10885E+05,5.653E+03
2.10905E+05,5.651E+03
2.10925E+05,5.656E+03
2.10945E+05,5.651E+03
2.10965E+05,5.65E+03
2.10985E+05,5.644E+03
2.11005E+05,5.647E+03
2.11025E+05,5.639E+03
2.11045E+05,5.641E+03
2.11065E+05,5.635E+03
2.11085E+05,5.64E+03
2.11105E+05,5.631E+03
2.11125E+05,5.638E+03
2.11145E+05,5.627E+03
2.11165E+05,5.64E+03
2.11185E+05,5.63E+03
2.11205E+05,5.631E+03
2.11225E+05,5.621E+03
2.11245E+05,5.633E+03
2.11265E+05,5.62E+03
2.11285E+05,5.655E+03
2.11305E+05,5.649E+03
2.11325E+05,5.684E+03
2.11345E+05,5.673E+03
2.11365E+05,5.688E+03
2.11385E+05,5.662E+03
2.11405E+05,5.682E+03
2.11425E+05,5.665E+03
2.11445E+05,5.68E+03
2.11465E+05,5.664E+03
2.11485E+05,5.674E+03
2.11505E+05,5.658E+03
2.11525E+05,5.671E+03
2.11545E+05,5.658E+03
2.11565E+05,5.668E+03
2.11585E+05,5.667E+03
2.11605E+05,5.673E+03
2.11625E+05,5.662E+03
2.11645E+05,5.664E+03
2.11665E+05,5.665E+03
2.11685E+05,5.662E+03
2.11713E+05,5.649E+03
2.11725E+05,5.645E+03
2.11745E+05,5.644E+03
2.11765E+05,5.646E+03
2.11785E+05,5.648E+03